artículo,pregunta 1,pregunta 2,pregunta 3,pregunta 4,pregunta 5,pregunta 6,pregunta 7,pregunta 8,pregunta 9,pregunta 10,pregunta 11,pregunta 12,pregunta 13,pregunta 14,pregunta 15,pregunta 16,pregunta 17
ARTÍCULO 88.,¿Qué requisitos debe cumplir un estudiante para solicitar la validación de un curso en la Universidad de Antioquia?,¿Por qué es importante cumplir con los requisitos para solicitar la validación de un curso en la Universidad de Antioquia?,¿Qué beneficios aporta cumplir con los requisitos para solicitar la validación de un curso en la Universidad de Antioquia?,¿Qué papel juega el asesor académico en el proceso de validación de un curso en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con los requisitos para solicitar la validación de un curso en la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades para cumplir con los requisitos para solicitar la validación de un curso en la Universidad de Antioquia?,¿Por qué es importante presentar la certificación del asesor académico sobre el cumplimiento de los prerrequisitos y correquisitos para solicitar la validación de un curso en la Universidad de Antioquia?,¿Qué sucede si un estudiante no presenta la certificación del asesor académico sobre el cumplimiento de los prerrequisitos y correquisitos para solicitar la validación de un curso en la Universidad de Antioquia?,¿Qué debo hacer si no presento la certificación del asesor académico sobre el cumplimiento de los prerrequisitos y correquisitos para solicitar la validación de un curso en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 89.,¿Cuántas veces puede presentarse la validación de un curso en un semestre académico en la Universidad de Antioquia?,¿Por qué es importante limitar la presentación de la validación de un curso a una vez por semestre académico en la Universidad de Antioquia?,¿Qué beneficios aporta limitar la presentación de la validación de un curso a una vez por semestre académico en la Universidad de Antioquia?,¿Qué papel juega la limitación de la presentación de la validación de un curso a una vez por semestre académico en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con la limitación de la presentación de la validación de un curso a una vez por semestre académico en la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la limitación de la presentación de la validación de un curso a una vez por semestre académico en la Universidad de Antioquia?,¿Por qué es importante presentar la validación de un curso a solicitud del interesado en cursos reprobados en la Universidad de Antioquia?,¿Qué sucede si un estudiante no presenta la validación de un curso a solicitud del interesado en cursos reprobados en la Universidad de Antioquia?,¿Qué debo hacer si no presento la validación de un curso a solicitud del interesado en cursos reprobados en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 90.,¿Qué efectos tiene la nota obtenida en el examen de validación en la Universidad de Antioquia?,¿Por qué es importante registrar la nota obtenida en el examen de validación en la hoja de vida del estudiante en la Universidad de Antioquia?,¿Qué beneficios aporta registrar la nota obtenida en el examen de validación en la hoja de vida del estudiante en la Universidad de Antioquia?,¿Qué papel juega el registro de la nota obtenida en el examen de validación en la hoja de vida del estudiante en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con el registro de la nota obtenida en el examen de validación en la hoja de vida en la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con el registro de la nota obtenida en el examen de validación en la hoja de vida en la Universidad de Antioquia?,¿Por qué es importante que las ULAS de los cursos validados no se tengan en cuenta para lo dispuesto en el artículo 66 del reglamento en la Universidad de Antioquia?,¿Qué sucede si las ULAS de los cursos validados se tienen en cuenta para lo dispuesto en el artículo 66 del reglamento en la Universidad de Antioquia?,¿Qué debo hacer si las ULAS de los cursos validados se tienen en cuenta para lo dispuesto en el artículo 66 del reglamento en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 91.,¿Quién fija las fechas para la presentación de los exámenes de validación en la Universidad de Antioquia?,¿Por qué es importante fijar las fechas para la presentación de los exámenes de validación en la Universidad de Antioquia?,¿Qué beneficios aporta fijar las fechas para la presentación de los exámenes de validación en la Universidad de Antioquia?,¿Qué papel juega el Consejo de Facultad en el proceso de fijar las fechas para la presentación de los exámenes de validación en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con las fechas para la presentación de los exámenes de validación en la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con las fechas para la presentación de los exámenes de validación en la Universidad de Antioquia?,¿Por qué es importante reglamentar los trámites para la presentación de los exámenes de validación en la Universidad de Antioquia?,¿Qué sucede si no se reglamentan los trámites para la presentación de los exámenes de validación en la Universidad de Antioquia?,¿Qué debo hacer si no se reglamentan los trámites para la presentación de los exámenes de validación en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 92.,¿Qué sucede si un estudiante no presenta la prueba de validación en la Universidad de Antioquia?,¿Por qué es importante presentar la prueba de validación en la Universidad de Antioquia?,¿Qué beneficios aporta presentar la prueba de validación en la Universidad de Antioquia?,¿Qué papel juega el Consejo de Facultad en el proceso de presentar la prueba de validación en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cancela la prueba de validación con una anticipación mínima de dos días hábiles en la Universidad de Antioquia?,¿Qué debo hacer si no cancelo la prueba de validación con una anticipación mínima de dos días hábiles en la Universidad de Antioquia?,,,,,,,,,,,
ARTÍCULO 93.,¿Qué requisitos debe cumplir un estudiante para solicitar la validación de un programa académico en la Universidad de Antioquia?,¿Por qué es importante cumplir con los requisitos para solicitar la validación de un programa académico en la Universidad de Antioquia?,¿Qué beneficios aporta cumplir con los requisitos para solicitar la validación de un programa académico en la Universidad de Antioquia?,¿Qué papel juega la solicitud sin matricularse en el proceso de validación de un programa académico en la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con la solicitud sin matricularse para la validación de un programa académico en la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la solicitud sin matricularse para la validación de un programa académico en la Universidad de Antioquia?,¿Por qué es importante que la validación de un programa académico no se tenga en cuenta para las fechas establecidas en el artículo 91 en la Universidad de Antioquia?,¿Qué sucede si la validación de un programa académico se tiene en cuenta para las fechas establecidas en el artículo 91 en la Universidad de Antioquia?,¿Qué debo hacer si la validación de un programa académico se tiene en cuenta para las fechas establecidas en el artículo 91 en la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 94.,¿Qué tipo de evaluaciones se realizan en los cursos de la Universidad de Antioquia?,¿Por qué es importante realizar dos o tres evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta realizar dos o tres evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué papel juega el Consejo de Facultad en el proceso de realizar dos o tres evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con las evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con las evaluaciones en los cursos de la Universidad de Antioquia?,¿Por qué es importante fijar previamente el valor de las evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué sucede si no se fija previamente el valor de las evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si no se fija previamente el valor de las evaluaciones en los cursos de la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 95.,¿Cuál es el objetivo de la evaluación parcial en los cursos de la Universidad de Antioquia?,¿Por qué es importante examinar aspectos parciales de la materia programada en la evaluación parcial en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta examinar aspectos parciales de la materia programada en la evaluación parcial en los cursos de la Universidad de Antioquia?,¿Qué papel juega el Consejo de Facultad en el proceso de determinar la fecha límite para la terminación de la primera evaluación en los cursos de la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con la fecha límite para la terminación de la primera evaluación en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la fecha límite para la terminación de la primera evaluación en los cursos de la Universidad de Antioquia?,¿Por qué es importante establecer las fechas precisas al iniciar el semestre para la evaluación parcial en los cursos de la Universidad de Antioquia?,¿Qué sucede si no se establecen las fechas precisas al iniciar el semestre para la evaluación parcial en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si no se establecen las fechas precisas al iniciar el semestre para la evaluación parcial en los cursos de la Universidad de Antioquia?,,,,,,,,
ARTÍCULO 96.,¿Cuál es el objetivo de la evaluación final en los cursos de la Universidad de Antioquia?,¿Por qué es importante evaluar el conocimiento global de la materia programada en la evaluación final en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta evaluar el conocimiento global de la materia programada en la evaluación final en los cursos de la Universidad de Antioquia?,¿Qué papel juega el Consejo de Facultad en el proceso de fijar la fecha para la evaluación final en los cursos de la Universidad de Antioquia?,¿Qué sucede si un estudiante no cumple con la fecha para la evaluación final en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la fecha para la evaluación final en los cursos de la Universidad de Antioquia?,"¿Por qué es importante que la evaluación final se realice mediante un examen, trabajo de investigación o práctica en los cursos de la Universidad de Antioquia?","¿Qué sucede si la evaluación final no se realiza mediante un examen, trabajo de investigación o práctica en los cursos de la Universidad de Antioquia?","¿Qué debo hacer si la evaluación final no se realiza mediante un examen, trabajo de investigación o práctica en los cursos de la Universidad de Antioquia?",,,,,,,,
ARTÍCULO 97.,¿Por qué es importante anunciar con anticipación las evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta anunciar con anticipación las evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué papel juega el anuncio con anticipación de las evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué sucede si no se anuncian con anticipación las evaluaciones en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si no se anuncian con anticipación las evaluaciones en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 98.,¿Qué sucede si un estudiante no presenta las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,¿Por qué es importante presentar las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta presentar las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,¿Qué papel juega el profesor responsable del curso en el proceso de presentar las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,¿Qué sucede si un estudiante no presenta las evaluaciones parcial y final sin justa causa en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la presentación de las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,"No pude presentar un parcial, ¿Qué debo hacer?","No pude presentar un parcial, ¿Qué sucede si no tengo una justa causa?","No pude presentar un examen en la fecha programada, ¿Qué debo hacer?","No pude presentar un examen en la fecha programada, ¿Qué sucede si no tengo una justa causa?","No pude presentar un examen en la fecha programada, ¿Qué nota recibiré?",,,,,,
ARTÍCULO 99.,¿Por qué es importante conocer el resultado de las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta conocer el resultado de las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,¿Qué papel juega el derecho a conocer el resultado de las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,¿Qué sucede si un estudiante no conoce el resultado de las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con el derecho a conocer el resultado de las evaluaciones parcial y final en los cursos de la Universidad de Antioquia?,"Hice un examen parcial, ¿Cuánto tiempo tengo para conocer el resultado?","Hice un examen final, ¿Cuánto tiempo tengo para conocer el resultado?","Soy estudiante de educación a distancia, ¿Cuánto tiempo tengo para conocer el resultado de las evaluaciones?","Soy estudiante de programas regionalizados, ¿Cuánto tiempo tengo para conocer el resultado de las evaluaciones?",¿Cuál es el tiempo máximo para conocer el resultado de las evaluaciones en la Universidad de Antioquia?,¿Cuánto debo esperar para conocer el resultado de las evaluaciones en la Universidad de Antioquia?,"Mi profesor se está demorando en entregar los resultados de las evaluaciones, ¿Cuál es el tiempo máximo que tiene para hacerlo?",¿Cuál es tiempo máximo que tiene un profesor para entregar los resultados de las evaluaciones en la Universidad de Antioquia?,,,,
ARTÍCULO 100.,¿Qué es el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Por qué es importante practicar el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta practicar el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué papel juega el Consejo de la Facultad en el proceso de definir los cursos habilitables en los cursos de la Universidad de Antioquia?,¿Qué sucede si un estudiante no practica el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con el examen de habilitación en los cursos de la Universidad de Antioquia?,,,,,,,,,,,
ARTÍCULO 101.,¿Por qué es importante presentar el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta presentar el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué papel juega el consejo de la unidad en el proceso de fijar la fecha para presentar el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué sucede si un estudiante no presenta el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la presentación del examen de habilitación en los cursos de la Universidad de Antioquia?,¿Cómo funciona el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Cuándo se presentan los exámenes de habilitación en los cursos de la Universidad de Antioquia?,"Presenté un examen de habilitación, ¿Cuánto tiempo debo esperar para conocer el resultado?","Presenté un examen de habilitación, ¿Qué debo hacer si tengo dificultades con el resultado?","Presenté un examen de habilitación, ¿Qué sucede si no apruebo?","Realicé el examen final de un curso, pero me preocupa que la nota me la entreguen mucho después, ¿En cuánto tiempo debo recibir la nota?",,,,,,
ARTÍCULO 102.,¿Por qué es importante realizar los exámenes de habilitación en una semana dentro del calendario oficial de la unidad académica en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta realizar los exámenes de habilitación en una semana dentro del calendario oficial de la unidad académica en los cursos de la Universidad de Antioquia?,¿Qué papel juega el calendario oficial de la unidad académica en el proceso de realizar los exámenes de habilitación en los cursos de la Universidad de Antioquia?,¿Qué sucede si no se realizan los exámenes de habilitación en una semana dentro del calendario oficial de la unidad académica en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la realización de los exámenes de habilitación en una semana dentro del calendario oficial de la unidad académica en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 103.,"¿Por qué es importante habilitar cualquier número de cursos con una nota final no inferior a dos, cero (2.0) en la Universidad de Antioquia?","¿Qué beneficios aporta habilitar cualquier número de cursos con una nota final no inferior a dos, cero (2.0) en la Universidad de Antioquia?","¿Qué papel juega la nota final no inferior a dos, cero (2.0) en el proceso de habilitar cualquier número de cursos en la Universidad de Antioquia?","¿Qué sucede si un estudiante no habilita cualquier número de cursos con una nota final no inferior a dos, cero (2.0) en la Universidad de Antioquia?",¿Qué debo hacer si tengo dificultades con la habilitación de cursos en la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 104.,¿Qué es el examen supletorio en los cursos de la Universidad de Antioquia?,¿Por qué es importante practicar el examen supletorio en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta practicar el examen supletorio en los cursos de la Universidad de Antioquia?,¿Qué papel juega el estudiante en el proceso de solicitar el examen supletorio en los cursos de la Universidad de Antioquia?,¿Qué sucede si un estudiante no solicita el examen supletorio en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la solicitud del examen supletorio en los cursos de la Universidad de Antioquia?,,,,,,,,,,,
ARTÍCULO 105.,¿Por qué es importante que la presentación de un examen supletorio no impida la práctica del examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta que la presentación de un examen supletorio no impida la práctica del examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué papel juega la presentación de un examen supletorio en el proceso de practicar el examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué sucede si la presentación de un examen supletorio impide la práctica del examen de habilitación en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la presentación de un examen supletorio que impide la práctica del examen de habilitación en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 106.,¿Qué sucede si un estudiante no presenta el examen supletorio en los plazos previstos en los cursos de la Universidad de Antioquia?,¿Por qué es importante presentar el examen supletorio en los plazos previstos en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta presentar el examen supletorio en los plazos previstos en los cursos de la Universidad de Antioquia?,¿Qué papel juega el decano de la facultad en el proceso de autorizar la cancelación reglamentaria del curso respectivo si un estudiante no presenta el examen supletorio en los plazos previstos en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la presentación del examen supletorio en los plazos previstos en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 107.,¿Qué son los exámenes preparatorios de grado en los cursos de la Universidad de Antioquia?,¿Por qué es importante practicar los exámenes preparatorios de grado en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta practicar los exámenes preparatorios de grado en los cursos de la Universidad de Antioquia?,¿Qué papel juega el decano en el proceso de reglamentar los exámenes preparatorios de grado en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con los exámenes preparatorios de grado en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 108.,¿Qué es el trabajo de grado en los cursos de la Universidad de Antioquia?,¿Por qué es importante realizar el trabajo de grado en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta realizar el trabajo de grado en los cursos de la Universidad de Antioquia?,¿Qué papel juega la respectiva dependencia en el proceso de reglamentar el trabajo de grado en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con el trabajo de grado en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 109.,¿Qué es el recital de grado en los cursos de la Universidad de Antioquia?,¿Por qué es importante realizar el recital de grado en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta realizar el recital de grado en los cursos de la Universidad de Antioquia?,¿Qué papel juega el Consejo de Facultad de la Facultad de Artes en el proceso de reglamentar el recital de grado en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con el recital de grado en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 110.,¿Qué son las calificaciones en los cursos de la Universidad de Antioquia?,¿Por qué es importante calificar las evaluaciones o exámenes con notas compuestas por un entero y un decimal en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta calificar las evaluaciones o exámenes con notas compuestas por un entero y un decimal en los cursos de la Universidad de Antioquia?,"¿Qué papel juega la nota aprobatoria igual o mayor a tres, cero (3.0) en el proceso de calificar las evaluaciones o exámenes en los cursos de la Universidad de Antioquia?",¿Qué debo hacer si tengo dificultades con las calificaciones en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 111.,¿Qué es la nota final en los cursos de la Universidad de Antioquia?,¿Por qué es importante obtener la nota final mediante el promedio ponderado de todas las evaluaciones parciales y final en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta obtener la nota final mediante el promedio ponderado de todas las evaluaciones parciales y final en los cursos de la Universidad de Antioquia?,¿Qué papel juega el promedio ponderado de todas las evaluaciones parciales y final en el proceso de obtener la nota final en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la obtención de la nota final mediante el promedio ponderado de todas las evaluaciones parciales y final en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 112.,¿Qué es la nota definitiva en los cursos de la Universidad de Antioquia?,¿Por qué es importante obtener la nota definitiva en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta obtener la nota definitiva en los cursos de la Universidad de Antioquia?,¿Qué papel juega la hoja de vida académica del estudiante en el proceso de obtener la nota definitiva en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la obtención de la nota definitiva en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 113.,¿Qué es un curso de Pregrado en los cursos de la Universidad de Antioquia?,"¿Por qué es importante aprobar un curso de Pregrado con una nota definitiva igual o superior a tres, cero (3.0) en los cursos de la Universidad de Antioquia?","¿Qué beneficios aporta aprobar un curso de Pregrado con una nota definitiva igual o superior a tres, cero (3.0) en los cursos de la Universidad de Antioquia?","¿Qué papel juega la escala de cero, cero (0.0) a cinco, cero (5.0) en el proceso de aprobar un curso de Pregrado en los cursos de la Universidad de Antioquia?",¿Qué debo hacer si tengo dificultades con la aprobación de un curso de Pregrado en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,
ARTÍCULO 114.,"¿Por qué es importante no asignar ninguna nota por el sistema de evaluación relativa denominado ""curva"", u otros similares en los cursos de la Universidad de Antioquia?","¿Qué beneficios aporta no asignar ninguna nota por el sistema de evaluación relativa denominado ""curva"", u otros similares en los cursos de la Universidad de Antioquia?","¿Qué papel juega el sistema de evaluación relativa denominado ""curva"", u otros similares en el proceso de asignar notas en los cursos de la Universidad de Antioquia?",¿Qué debo hacer si tengo dificultades con la asignación de notas en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 115.,¿Por qué es importante revisar los exámenes con el respectivo profesor y por una sola vez en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta revisar los exámenes con el respectivo profesor y por una sola vez en los cursos de la Universidad de Antioquia?,¿Qué papel juega el respectivo profesor en el proceso de revisar los exámenes con los estudiantes en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la revisión de los exámenes en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 116.,¿Por qué es importante solicitar la revisión de los exámenes en los dos días hábiles siguientes a la promulgación de la nota por parte del profesor en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta solicitar la revisión de los exámenes en los dos días hábiles siguientes a la promulgación de la nota por parte del profesor en los cursos de la Universidad de Antioquia?,¿Qué papel juega el profesor en el proceso de solicitar la revisión de los exámenes en los dos días hábiles siguientes a la promulgación de la nota en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la solicitud de revisión de los exámenes en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 117.,"¿Por qué es importante pedir un jurado de dos profesores diferentes a aquel o a aquellos que le hicieron la evaluación, para que califiquen el examen en los cursos de la Universidad de Antioquia?","¿Qué beneficios aporta pedir un jurado de dos profesores diferentes a aquel o a aquellos que le hicieron la evaluación, para que califiquen el examen en los cursos de la Universidad de Antioquia?","¿Qué papel juega el decano de la facultad en el proceso de pedir un jurado de dos profesores diferentes a aquel o a aquellos que le hicieron la evaluación, para que califiquen el examen en los cursos de la Universidad de Antioquia?","¿Qué debo hacer si tengo dificultades con la asignación de un jurado de dos profesores diferentes a aquel o a aquellos que le hicieron la evaluación, para que califiquen el examen en los cursos de la Universidad de Antioquia?",,,,,,,,,,,,,
ARTÍCULO 118.,¿Por qué no se concederá revisión por jurado cuando el estudiante no haya acudido previamente a la revisión con el profesor en el plazo fijado en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta no conceder revisión por jurado cuando el estudiante no haya acudido previamente a la revisión con el profesor en el plazo fijado en los cursos de la Universidad de Antioquia?,¿Qué papel juega el plazo fijado en el proceso de no conceder revisión por jurado cuando el estudiante no haya acudido previamente a la revisión con el profesor en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la no concesión de revisión por jurado en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 119.,"¿Por qué es importante elevar la solicitud de revisión ante el Consejo de Facultad que sirve el curso, cuando el examen cuya revisión se pide fuere de un curso dictado por el decano en los cursos de la Universidad de Antioquia?","¿Qué beneficios aporta elevar la solicitud de revisión ante el Consejo de Facultad que sirve el curso, cuando el examen cuya revisión se pide fuere de un curso dictado por el decano en los cursos de la Universidad de Antioquia?","¿Qué papel juega el Consejo de Facultad que sirve el curso en el proceso de elevar la solicitud de revisión ante el Consejo de Facultad que sirve el curso, cuando el examen cuya revisión se pide fuere de un curso dictado por el decano en los cursos de la Universidad de Antioquia?","¿Qué debo hacer si tengo dificultades con la elevación de la solicitud de revisión ante el Consejo de Facultad que sirve el curso, cuando el examen cuya revisión se pide fuere de un curso dictado por el decano en los cursos de la Universidad de Antioquia?",,,,,,,,,,,,,
ARTÍCULO 120.,¿Por qué no será procedente recusar a ningún profesor para la práctica de una actividad evaluativa en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta no recusar a ningún profesor para la práctica de una actividad evaluativa en los cursos de la Universidad de Antioquia?,"¿Qué papel juega el jefe del departamento que sirve el curso en el proceso de reemplazar a otro profesor designado por el jefe del departamento que sirve el curso, cuando éste manifiesta expresamente su impedimento en los cursos de la Universidad de Antioquia?",¿Qué debo hacer si tengo dificultades con la no recusación de ningún profesor para la práctica de una actividad evaluativa en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 121.,"¿Por qué es importante nombrar como reemplazo a otro profesor competente en el área, cuando el profesor encargado de un curso no esté disponible para practicar y calificar una actividad evaluativa en los cursos de la Universidad de Antioquia?","¿Qué beneficios aporta nombrar como reemplazo a otro profesor competente en el área, cuando el profesor encargado de un curso no esté disponible para practicar y calificar una actividad evaluativa en los cursos de la Universidad de Antioquia?","¿Qué papel juega el jefe del departamento que sirve el curso en el proceso de nombrar como reemplazo a otro profesor competente en el área, cuando el profesor encargado de un curso no esté disponible para practicar y calificar una actividad evaluativa en los cursos de la Universidad de Antioquia?","¿Qué debo hacer si tengo dificultades con el nombramiento de otro profesor competente en el área, cuando el profesor encargado de un curso no esté disponible para practicar y calificar una actividad evaluativa en los cursos de la Universidad de Antioquia?",,,,,,,,,,,,,
ARTÍCULO 122.,¿Por qué es importante asignar previamente un término de duración a cada examen por parte del profesor en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta asignar previamente un término de duración a cada examen por parte del profesor en los cursos de la Universidad de Antioquia?,¿Qué papel juega el profesor en el proceso de asignar previamente un término de duración a cada examen en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la asignación previa de un término de duración a cada examen por parte del profesor en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 123.,¿Por qué es importante tener un control previo de todo examen según normas que para tal efecto dicte el Consejo de Facultad que administra el curso en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta tener un control previo de todo examen según normas que para tal efecto dicte el Consejo de Facultad que administra el curso en los cursos de la Universidad de Antioquia?,¿Qué papel juega el Consejo de Facultad que administra el curso en el proceso de tener un control previo de todo examen según normas que para tal efecto dicte el Consejo de Facultad que administra el curso en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con el control previo de todo examen según normas que para tal efecto dicte el Consejo de Facultad que administra el curso en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 124.,"¿Por qué es importante presentar un examen ante un jurado, a juicio del Consejo de Facultad que administra el curso en los cursos de la Universidad de Antioquia?","¿Qué beneficios aporta presentar un examen ante un jurado, a juicio del Consejo de Facultad que administra el curso en los cursos de la Universidad de Antioquia?","¿Qué papel juega el jefe del departamento que sirve el curso en el proceso de designar al menos dos profesores universitarios de reconocida competencia en la materia, estén o no vinculados a la Universidad, cuando un examen se presente ante un jurado en los cursos de la Universidad de Antioquia?","¿Qué debo hacer si tengo dificultades con la presentación de un examen ante un jurado, a juicio del Consejo de Facultad que administra el curso en los cursos de la Universidad de Antioquia?",,,,,,,,,,,,,
ARTÍCULO 125.,"¿Por qué es importante repetir la prueba con otro profesor si el Consejo Académico considera que por causa grave en un examen parcial o final, pierdan el 60% o más de los alumnos de un curso en los cursos de la Universidad de Antioquia?","¿Qué beneficios aporta repetir la prueba con otro profesor si el Consejo Académico considera que por causa grave en un examen parcial o final, pierdan el 60% o más de los alumnos de un curso en los cursos de la Universidad de Antioquia?","¿Qué papel juega el Consejo Académico en el proceso de repetir la prueba con otro profesor si el Consejo Académico considera que por causa grave en un examen parcial o final, pierdan el 60% o más de los alumnos de un curso en los cursos de la Universidad de Antioquia?","¿Qué debo hacer si tengo dificultades con la repetición de la prueba con otro profesor si el Consejo Académico considera que por causa grave en un examen parcial o final, pierdan el 60% o más de los alumnos de un curso en los cursos de la Universidad de Antioquia?",,,,,,,,,,,,,
